 fecha ,      ipc
21/08/2003,7498.31
22/08/2003,7493.73
25/08/2003,7435.33
26/08/2003,7437.72
27/08/2003,7502.08
28/08/2003,7563.49
29/08/2003,7591.42
01/09/2003,7631.82
02/09/2003,7671.74
03/09/2003,7719.12
04/09/2003,7719.48
05/09/2003,7775.34
08/09/2003,7814.63
09/09/2003,7732.9
10/09/2003,7734.72
11/09/2003,7741.87
12/09/2003,7712.75
15/09/2003,7729.14
17/09/2003,7746.54
18/09/2003,7868.28
19/09/2003,7891.67
22/09/2003,7815.47
23/09/2003,7834.47
24/09/2003,7788.08
25/09/2003,7771.93
26/09/2003,7786.22
29/09/2003,7836.36
30/09/2003,7822.48
01/10/2003,7937.18
02/10/2003,7775.8
03/10/2003,7838.77
06/10/2003,7816.31
07/10/2003,7825.01
08/10/2003,7812.07
09/10/2003,7937
10/10/2003,7949.03
13/10/2003,7960.42
14/10/2003,7886.72
15/10/2003,7843.7
16/10/2003,7838.14
17/10/2003,7859.82
20/10/2003,7875.77
21/10/2003,7936.68
22/10/2003,7914.14
23/10/2003,7874.05
24/10/2003,7842.86
27/10/2003,7905.21
28/10/2003,7928.72
29/10/2003,7925.2
30/10/2003,8022.94
31/10/2003,8064.83
03/11/2003,8237.16
04/11/2003,8265.85
05/11/2003,8232.06
06/11/2003,8342.63
07/11/2003,8430.6
10/11/2003,8372.1
11/11/2003,8365.51
12/11/2003,8539.31
13/11/2003,8643.93
14/11/2003,8606.03
17/11/2003,8488.65
18/11/2003,8541.69
19/11/2003,8351.29
21/11/2003,8335.12
24/11/2003,8164.73
25/11/2003,8288.81
26/11/2003,8385.4
27/11/2003,8455.98
28/11/2003,8554.48
01/12/2003,8621.11
02/12/2003,8635.44
03/12/2003,8553.74
04/12/2003,8528.81
05/12/2003,8489.54
08/12/2003,8509.38
09/12/2003,8429.03
10/12/2003,8342.11
11/12/2003,8441.09
15/12/2003,8337.97
16/12/2003,8348.34
17/12/2003,8416.07
18/12/2003,8519.7
19/12/2003,8564.9
22/12/2003,8564.9
23/12/2003,8607.96
24/12/2003,8636.05
26/12/2003,8632.13
29/12/2003,8729.53
30/12/2003,8771.43
31/12/2003,8795.28
02/01/2004,8818.19
05/01/2004,9054.11
06/01/2004,9038.46
07/01/2004,9098.22
08/01/2004,9169.81
09/01/2004,9102.82
12/01/2004,9129.05
13/01/2004,9141.58
14/01/2004,9171.66
15/01/2004,9135.16
16/01/2004,9193.81
19/01/2004,9242.57
20/01/2004,9322.82
21/01/2004,9427.8
22/01/2004,9497.01
23/01/2004,9480.24
26/01/2004,9563.91
27/01/2004,9612.14
28/01/2004,9551.13
29/01/2004,9444.23
30/01/2004,9428.77
02/02/2004,9633.86
03/02/2004,9702.85
04/02/2004,9674.18
06/02/2004,9810.77
09/02/2004,9882.35
10/02/2004,9804.94
11/02/2004,9875.32
12/02/2004,9960.05
13/02/2004,9982.87
16/02/2004,10004.69
17/02/2004,10100.05
18/02/2004,10125.04
19/02/2004,10072.23
20/02/2004,9888.73
23/02/2004,9764.39
24/02/2004,9855.03
25/02/2004,9926.67
26/02/2004,10003.57
27/02/2004,9991.8
01/03/2004,10157.13
02/03/2004,10106.44
03/03/2004,10053.18
04/03/2004,10196.17
05/03/2004,10195.03
08/03/2004,10095.87
09/03/2004,10079.2
10/03/2004,9978.71
11/03/2004,9725.83
12/03/2004,9837.33
15/03/2004,9791.35
16/03/2004,9877.29
17/03/2004,9959.41
18/03/2004,9952.01
19/03/2004,10039.68
22/03/2004,9928.32
23/03/2004,10053.89
24/03/2004,10161.65
25/03/2004,10344.79
26/03/2004,10432
29/03/2004,10455.51
30/03/2004,10468.75
31/03/2004,10517.5
01/04/2004,10611.87
02/04/2004,10713.54
05/04/2004,10749.23
06/04/2004,10714.28
07/04/2004,10746.58
12/04/2004,10844.03
13/04/2004,10686.59
14/04/2004,10609.92
15/04/2004,10610.42
16/04/2004,10677.14
19/04/2004,10646.81
20/04/2004,10663.44
21/04/2004,10539.4
22/04/2004,10645.15
23/04/2004,10721.62
26/04/2004,10648.77
27/04/2004,10606.63
28/04/2004,10240.91
29/04/2004,9980.51
30/04/2004,9948.13
03/05/2004,10191.52
04/05/2004,10333.17
05/05/2004,10114.49
06/05/2004,9852.41
07/05/2004,9790.99
10/05/2004,9440.57
11/05/2004,9648.1
12/05/2004,9690.67
13/05/2004,9784.09
14/05/2004,9786.32
17/05/2004,9605.62
18/05/2004,9730.16
19/05/2004,9767.63
20/05/2004,9810.78
21/05/2004,9822.39
24/05/2004,9891.49
25/05/2004,9991.2
26/05/2004,10062.58
27/05/2004,10153.61
28/05/2004,10028.42
31/05/2004,10036.29
01/06/2004,10043.32
02/06/2004,9981.89
03/06/2004,9907.59
04/06/2004,10057.59
07/06/2004,10368.62
08/06/2004,10336.12
09/06/2004,10219.03
10/06/2004,10230.5
11/06/2004,10214.51
14/06/2004,10093.02
15/06/2004,10220.69
16/06/2004,10151.6
17/06/2004,10175.33
18/06/2004,10224.39
21/06/2004,10187.92
22/06/2004,10140.25
23/06/2004,10137.88
24/06/2004,10182.54
25/06/2004,10128.79
28/06/2004,10137.03
29/06/2004,10137.42
30/06/2004,10281.82
01/07/2004,10260.96
02/07/2004,10240.84
05/07/2004,10222.45
06/07/2004,10121.12
07/07/2004,10042.02
08/07/2004,9975.12
09/07/2004,10042.34
12/07/2004,10090.42
13/07/2004,10033.9
14/07/2004,9843.02
15/07/2004,9875.57
16/07/2004,9923.92
19/07/2004,9921.16
20/07/2004,10025.13
21/07/2004,9987.06
22/07/2004,9987.33
23/07/2004,9907.67
26/07/2004,9921.4
27/07/2004,10119.96
28/07/2004,10090.56
29/07/2004,10060.29
30/07/2004,10116.39
02/08/2004,10173.9
03/08/2004,10205.61
04/08/2004,10075.8
05/08/2004,10066.9
06/08/2004,9866.13
09/08/2004,9814.06
10/08/2004,9910.84
11/08/2004,9849.93
12/08/2004,9812.66
13/08/2004,9790.62
16/08/2004,9899.52
17/08/2004,9997.03
18/08/2004,10080.55
19/08/2004,10099.61
20/08/2004,10143.43
23/08/2004,10169.19
24/08/2004,10222.68
25/08/2004,10237.89
26/08/2004,10198.38
27/08/2004,10225.06
30/08/2004,10199.54
31/08/2004,10264.32
01/09/2004,10329.75
02/09/2004,10422.63
03/09/2004,10335.01
06/09/2004,10376.11
07/09/2004,10486.8
08/09/2004,10537.96
09/09/2004,10553.41
10/09/2004,10661.53
13/09/2004,10620.38
14/09/2004,10701.05
15/09/2004,10660.91
17/09/2004,10790.53
20/09/2004,10803.68
21/09/2004,10850.36
22/09/2004,10777.23
23/09/2004,10811.36
24/09/2004,10856.44
27/09/2004,10687.6
28/09/2004,10843.42
29/09/2004,10980.32
30/09/2004,10957.37
01/10/2004,11076.46
04/10/2004,11181.63
05/10/2004,11117.34
06/10/2004,11090.92
07/10/2004,11097.96
08/10/2004,10920.97
11/10/2004,10975.29
12/10/2004,11023.16
13/10/2004,10942.36
14/10/2004,10876
15/10/2004,10991.43
18/10/2004,11055.76
19/10/2004,11023.79
20/10/2004,11076.85
21/10/2004,11166.89
22/10/2004,11226.08
25/10/2004,11178.01
26/10/2004,11341.58
27/10/2004,11517.71
28/10/2004,11442.45
29/10/2004,11564.35
01/11/2004,11622.41
02/11/2004,11610.41
03/11/2004,11765.77
04/11/2004,11864.42
05/11/2004,11793.87
08/11/2004,11760
09/11/2004,11786.91
10/11/2004,11794.02
11/11/2004,11971.95
12/11/2004,11957.32
15/11/2004,11955.39
16/11/2004,11951.16
17/11/2004,12020.38
18/11/2004,12038.94
19/11/2004,11839.21
22/11/2004,11879.82
23/11/2004,11876.58
24/11/2004,11907.32
25/11/2004,11997.64
26/11/2004,12076.08
29/11/2004,12197.28
30/11/2004,12102.55
01/12/2004,12233.91
02/12/2004,12116.13
03/12/2004,12109.47
06/12/2004,12190.26
07/12/2004,12118.31
08/12/2004,12113.58
09/12/2004,12124.82
10/12/2004,12260.86
13/12/2004,12290.16
14/12/2004,12430.86
15/12/2004,12493.85
16/12/2004,12505.45
17/12/2004,12519.79
20/12/2004,12514.07
21/12/2004,12651.73
22/12/2004,12712.2
23/12/2004,12748.45
24/12/2004,12802.77
27/12/2004,12819.61
28/12/2004,12912.69
29/12/2004,13031.57
30/12/2004,12968.74
31/12/2004,12917.88
03/01/2005,13022.82
04/01/2005,12777.13
05/01/2005,12591.33
06/01/2005,12703.47
07/01/2005,12453.33
10/01/2005,12446.1
11/01/2005,12216.8
12/01/2005,12329.16
13/01/2005,12462.9
14/01/2005,12694.74
17/01/2005,12817.89
18/01/2005,13029.7
19/01/2005,13035.81
20/01/2005,12769.99
21/01/2005,12673.62
24/01/2005,12743.58
25/01/2005,12866.78
26/01/2005,13045.05
27/01/2005,12986.4
28/01/2005,13040.53
31/01/2005,13097.12
01/02/2005,13340.52
02/02/2005,13339.41
03/02/2005,13440.83
04/02/2005,13446.95
07/02/2005,13476.77
08/02/2005,13508.5
09/02/2005,13662.38
10/02/2005,13708.92
11/02/2005,13714.63
14/02/2005,13564.96
15/02/2005,13695.91
16/02/2005,13640.76
17/02/2005,13592.03
18/02/2005,13580.26
21/02/2005,13600.47
22/02/2005,13520.59
23/02/2005,13541.96
24/02/2005,13684.56
25/02/2005,13870.2
28/02/2005,13789.46
01/03/2005,13804.77
02/03/2005,13770.26
03/03/2005,13782.95
04/03/2005,13862.76
07/03/2005,13877.69
08/03/2005,13752.8
09/03/2005,13671.4
10/03/2005,13421.39
11/03/2005,13532.35
14/03/2005,13238.54
15/03/2005,13184.27
16/03/2005,13096.55
17/03/2005,13138.76
18/03/2005,13094.4
22/03/2005,13062.45
23/03/2005,12852.81
28/03/2005,12828.91
29/03/2005,12581.8
30/03/2005,12653.42
31/03/2005,12676.9
01/04/2005,12714.19
04/04/2005,12593.38
05/04/2005,12300.7
06/04/2005,12170.87
07/04/2005,12471.01
08/04/2005,12531.63
11/04/2005,12425.41
12/04/2005,12522.24
13/04/2005,12424.37
14/04/2005,12233.21
15/04/2005,11942.7
18/04/2005,11739.99
19/04/2005,12011.53
20/04/2005,11842.72
21/04/2005,12063.62
22/04/2005,11995.32
25/04/2005,12377.1
26/04/2005,12577.72
27/04/2005,12454.69
28/04/2005,12255.91
29/04/2005,12322.99
02/05/2005,12424.95
03/05/2005,12357.88
04/05/2005,12643.04
05/05/2005,12619.91
06/05/2005,12615.83
09/05/2005,12563.02
10/05/2005,12497.43
11/05/2005,12464.84
12/05/2005,12448.73
13/05/2005,12347.72
16/05/2005,12442.27
17/05/2005,12439.46
18/05/2005,12727.74
19/05/2005,12795.33
20/05/2005,12883.46
23/05/2005,13029.58
24/05/2005,13020.72
25/05/2005,13057.84
26/05/2005,13152.64
27/05/2005,13131.39
30/05/2005,13161.78
31/05/2005,12964.39
01/06/2005,13143.62
02/06/2005,13284.89
03/06/2005,13204.39
06/06/2005,13208.43
07/06/2005,13148.03
08/06/2005,13102.66
09/06/2005,13225.28
10/06/2005,13214.6
13/06/2005,13299.59
14/06/2005,13343.1
15/06/2005,13501.51
16/06/2005,13537.28
17/06/2005,13645.96
20/06/2005,13709.36
21/06/2005,13547.99
22/06/2005,13441.65
23/06/2005,13389.66
24/06/2005,13299.28
27/06/2005,13454.73
28/06/2005,13523.07
29/06/2005,13550.14
30/06/2005,13486.13
01/07/2005,13509.13
04/07/2005,13500.83
05/07/2005,13648.47
06/07/2005,13790.15
07/07/2005,13850.36
08/07/2005,13871.26
11/07/2005,13807.3
12/07/2005,13971.67
13/07/2005,14005.23
14/07/2005,14085.06
15/07/2005,13952.6
18/07/2005,13972.61
19/07/2005,14167.51
20/07/2005,14306.06
21/07/2005,14271.89
22/07/2005,14318.47
25/07/2005,14135.24
26/07/2005,14067.73
27/07/2005,14173.38
28/07/2005,14256.84
29/07/2005,14409.66
01/08/2005,14582.5
02/08/2005,14677.66
03/08/2005,14615.96
04/08/2005,14612.22
05/08/2005,14463.14
08/08/2005,14596.77
09/08/2005,14673.34
10/08/2005,14702.58
11/08/2005,14768.95
12/08/2005,14673.22
15/08/2005,14842.7
16/08/2005,14559.19
17/08/2005,14560.33
18/08/2005,14619.98
19/08/2005,14678.16
22/08/2005,14770.27
23/08/2005,14717.91
24/08/2005,14603
25/08/2005,14604.61
26/08/2005,14444.84
29/08/2005,14327.2
30/08/2005,14008.2
31/08/2005,14243.19
01/09/2005,14486.59
02/09/2005,14772.7
05/09/2005,14857.31
06/09/2005,15030.62
07/09/2005,15246.23
08/09/2005,15055.92
09/09/2005,15212.88
12/09/2005,15190.17
13/09/2005,15087.29
14/09/2005,15221.39
15/09/2005,15428.78
19/09/2005,15656.84
20/09/2005,15563.47
21/09/2005,15734.41
22/09/2005,15661.13
23/09/2005,15649.33
